id	Year	Postcode	Individuals	Taxable_income	Net_tax	Gross_interest	Net_rent	Net_capital_gain	Total_income	Total_deductions	Salary	Medicare_levy	Medicare_levy_surcharge	Total_work_related_expenses	Gifts	HELP_debt
201102092	2011	2092	4220	416697895	130908105	13603307	-1885820	7981750	436222734	20014825	257916084	5878540	55829	6141612	1637981	285970
201102093	2011	2093	13830	1127908434	322685197	35098579	-6856557	8588185	1181763653	53645929	793380080	15911223	232074	22121319	4855896	1428798
201102094	2011	2094	3950	324890333	92141187	10329905	-1787274	2168811	341263643	15106962	231789429	4576465	73930	6862114	1107053	508211
201102095	2011	2095	11115	926663398	267486302	29832049	-5736769	15342236	973973324	47454223	626044983	12666924	320904	19031504	7435388	1570375
201102096	2011	2096	9495	689197046	181709423	17784773	-8393057	3604430	723133565	34278771	537099178	9715092	194661	18222793	1918638	1163449
201102097	2011	2097	9320	614356080	156771618	19914478	-3812359	8584145	644116985	29635582	440345929	8536961	98234	14829843	2544735	724453
201102099	2011	2099	24000	1288870949	280766745	35669789	-10868071	3237799	1350547753	62165743	1042891621	17461728	324062	36319547	3756732	2138323
201102100	2011	2100	12670	722949818	166985607	21660030	-5580837	5176741	754356774	33012766	571675056	9955361	137514	18871208	2234296	738424
201102101	2011	2101	11385	663451961	154306997	24142534	-4765422	3351711	695147483	32738984	483747549	9043853	129202	17674600	2867330	866785
201102102	2011	2102	3765	233051199	55889399	7680460	-3825261	2842746	244000777	11142710	182392541	3239410	57233	6412950	1005731	257298
201102103	2011	2103	6860	407334199	96808144	17295716	-2427985	2147173	427456610	20299872	291177624	5593254	63410	10138682	1269372	492882
201102104	2011	2104	2295	196512274	58892602	12178856	-828246	1993016	208646991	13050291	87683482	2743081	16510	2651108	1792645	120948
201102105	2011	2105	1350	104866700	29791984	4980403	-422548	532674	110227508	5768417	59093011	1487551	16223	1712261	354645	80504
201102106	2011	2106	6200	453922400	125387291	15637454	-5189865	7128412	478905486	24470237	276282799	6359076	82553	10163721	1840746	475376
201102107	2011	2107	9500	674604339	183230108	29272499	-4030340	6094476	712043656	37011528	409333962	9405026	131437	14588873	2940536	529124
201102108	2011	2108	1255	138133305	46336332	9223226	152203	6884129	149020230	10283602	45158057	1964984	13026	1491270	2452995	53737
201102109	2011	2109	25	1870058	570448	71963	-209	7	1926362	56304	1791867	26730	0	22667	1941	9823
201102110	2011	2110	5715	780382334	272624274	32134274	-5548265	21094816	820656484	41706937	368103438	11216353	51037	8859438	6048789	647049
201102111	2011	2111	8445	603960524	158534262	18495604	-3416038	2801475	633737781	29552038	445516783	8511015	110607	13756985	2658465	951795
201102112	2011	2112	16065	877403995	194871930	27666329	-9368780	5277274	923769135	44647923	713389645	12056453	208611	24218065	3177037	1778552
201102113	2011	2113	10840	591446484	129257706	18250250	-9612336	1435843	616678814	25665469	511285391	8006124	129185	16478163	2362571	1280944
201102114	2011	2114	13235	673646664	139818335	20873324	-8042228	1371790	702557202	29517394	588867682	9100761	149201	18899254	2417423	2042779
201102115	2011	2115	5040	232445260	44743574	4947791	-3079033	256578	242412150	10161037	203791068	3126988	52498	7346981	685070	580967
201102116	2011	2116	3185	148788950	28697247	3004049	-2158151	151230	154822270	6255546	132804896	2014276	36341	4728743	386436	308145
201102117	2011	2117	11140	525716371	105615986	16433354	-8349751	1514009	550348702	25068413	437551280	7065883	77749	14996380	1946072	1460040
201102118	2011	2118	13380	644546539	132957618	25141646	-7945363	1709961	675848735	31629638	520462295	8604325	102464	17880624	2582709	1596235
201102119	2011	2119	7170	529474185	143931680	23844244	-5904513	2814932	557940742	28659692	360631419	7383445	71420	10287460	4046450	665793
201102120	2011	2120	12705	737010674	170297036	25766305	-9786920	2768570	770587314	33345397	605814489	10195862	120660	17874769	4054296	1418653
201102121	2011	2121	16120	909254774	211968016	36445540	-14716552	8428819	952109894	43526154	720025518	12362056	121306	21089518	4350240	1900113
201102122	2011	2122	18320	890341261	186760677	37895843	-8839012	3581823	931179737	40909401	716383516	11820297	154853	22154228	4256995	2098735
201102125	2011	2125	10815	768488957	207539822	24401561	-14072646	12178759	805167863	37587492	563058291	10827238	101789	17368189	2997256	1317269
201102126	2011	2126	11925	688840283	159817677	20068310	-16589746	1936077	721817579	33049519	597432942	9535568	98323	18901658	2892479	1405605
201102127	2011	2127	5025	298390332	67838909	5397212	-6956559	666143	313231016	14952493	272991917	4128900	84702	11085292	874442	1316205
201102128	2011	2128	940	41214391	7877209	456087	-946024	8377	43021251	1958702	38365442	534548	12230	1634502	122217	194778
201102130	2011	2130	4505	261798592	59221032	6405328	-1586436	801115	272615134	11024136	224572616	3645216	90661	6730862	888333	935749
201102131	2011	2131	13740	623770570	119849968	17613957	-4645334	937840	649071937	25477025	538410419	7929425	189536	17348804	2065303	1820599
201102132	2011	2132	6025	316970234	68883738	9574733	-1990485	1313340	332064614	15021335	256871349	4289907	78651	9360360	1179235	682498
201102133	2011	2133	5895	276843480	54080460	7538696	-1664756	760684	290589929	13569540	236072580	3714292	73936	9072347	1093011	648758
201102134	2011	2134	8215	354873413	72105727	14802237	-983641	1317905	368622938	14771514	268417614	4390182	56283	8583956	951045	753789
201102135	2011	2135	15445	838695146	197548315	34652735	-6537306	4281983	879844381	44488743	565903434	10817867	151132	18796927	3664365	2039919
201102136	2011	2136	4435	209019591	41444979	6573518	-689315	818185	218878356	10524653	176139261	2801638	40325	6654684	731153	687636
201102137	2011	2137	14710	928269524	226211562	30685879	-9027475	7415405	978019482	51195113	726137860	12805926	216280	25822141	3077281	1758557
201102138	2011	2138	8210	441103830	96556904	11972955	-7499517	1238917	459934884	20824307	382634963	5881336	131663	13778864	1334938	1227636
201102140	2011	2140	7715	349130773	68445895	6743739	-3706280	9397764	363822642	15263106	302959123	4324185	70028	10584027	957158	1156684
201102141	2011	2141	14255	550616338	93470204	12766268	-6576139	805042	572625101	22005990	482877428	6889771	123599	16178089	1549671	1956653
201102142	2011	2142	10955	411409708	67030107	5827587	-4675866	361389	429514594	17928498	373603691	5057581	101823	14427839	1258608	1287084
201102143	2011	2143	3955	152207663	25467205	3211450	-1195237	307829	158547604	6367589	133909133	1953067	31591	4789700	534050	395968
201102144	2011	2144	16805	536095387	76877290	10210531	-3948887	721456	557210049	20853295	460416900	6083496	135693	16639908	1324413	1444873
201102145	2011	2145	40325	1854469639	351878302	39798093	-25211242	2473213	1935230930	81124913	1676386099	24641260	443564	61340926	4832269	4055816
201102146	2011	2146	9490	425455326	78340066	8041198	-5347301	446585	443388801	17969702	390854866	5734197	93565	13801479	1257225	874601
201102147	2011	2147	19380	888014834	165412868	14596119	-13964895	1212171	926149299	38098581	820895362	12146028	173376	29595954	2540987	1891337
201102148	2011	2148	32400	1351063769	232725080	20382107	-17206251	996265	1408474360	57949077	1250559620	17965638	304311	46062913	3796045	2717784
201102150	2011	2150	16665	688768816	119079265	12207489	-7021055	710673	715343102	26573291	632824155	8121839	195207	21208232	1429462	1902448
201102151	2011	2151	11280	558759001	114135163	15275979	-8389706	1382029	583898512	25326150	485238871	7598359	138043	16454146	1981037	1703199
201102152	2011	2152	5875	297582216	60266932	8294021	-4862073	508629	315898587	18200452	262238634	4046765	68018	9852953	1232650	832460
201102153	2011	2153	32905	1776839174	387189871	45762014	-36291506	5341906	1857918608	84456690	1531389929	24633045	297470	53671873	5735271	3980435
201102154	2011	2154	23815	1438020539	342898442	47458403	-31441802	8044408	1507926505	71491045	1169773694	19882485	213637	40408291	5045609	2651838
201102155	2011	2155	25325	1463009623	327593971	24851226	-36821147	3557747	1536194228	73169589	1318751334	20509128	284988	51973578	4629114	2565000
201102156	2011	2156	8115	565353010	150455178	22270924	-8606481	8134181	605876375	35932286	363852981	7987539	87445	12464819	7092565	597809
201102157	2011	2157	2225	114583943	25012261	4347610	-33304	385544	119984483	5816390	85303084	1568986	11624	2921055	473003	131879
201102158	2011	2158	5475	413943646	118135214	14937051	-6871036	6213054	434170320	21198849	245702419	5843328	67717	8240785	1575248	357808
201102159	2011	2159	3200	192038695	47227802	7123761	-1393481	771669	203589882	10477005	131201640	2664603	41115	4357307	728064	210790
201102160	2011	2160	16850	657598379	110988921	14484594	-5981074	1500429	687135760	30287811	574626941	8411414	151021	23651089	1754698	1780913
201102161	2011	2161	12945	474985639	76210452	8151700	-5238171	505296	497790740	22411640	420059994	6023010	118650	17807019	1459420	1251729
201102162	2011	2162	8160	317803187	54309479	7482707	-3237125	973101	330738602	13140459	275934563	4110298	77472	9810875	1009536	775809
201102163	2011	2163	3685	127580166	19408909	1928131	-1663708	411771	132828406	5308037	113350772	1590045	26135	4270150	369688	355561
201102164	2011	2164	9980	414100180	72558132	9970888	-2596909	983006	433772471	19564331	357405655	5534138	111802	15110853	1124773	795130
201102165	2011	2165	17360	616840935	96145956	11707112	-5771741	861092	644265764	27457712	539976747	7819652	155201	21452320	1763123	1692041
201102166	2011	2166	23165	813548842	125028526	15228994	-5628384	1362481	846014582	32824211	693541015	10089203	166814	25649464	2282934	2609077
201102167	2011	2167	4360	197240117	35899980	3089257	-3170636	300923	205745711	8639315	185101904	2673895	56833	6959800	585848	425783
201102168	2011	2168	19220	729938723	117795426	8358788	-12121624	896895	764569396	35277705	678242712	9560199	160443	28376642	2456292	1514207
201102170	2011	2170	47090	2007613126	356753075	34243758	-24619468	2921513	2106906146	100359447	1819294468	26615686	467177	77736487	6618591	4317285
201102171	2011	2171	16335	762731132	144459482	13277349	-14217164	1355657	802144354	39730277	674861509	10497540	213508	29880429	2122728	1767522
201102172	2011	2172	1115	63655818	14363162	915595	-1583069	444886	66774297	3082868	56036759	875841	13820	2070199	218563	118128
201102173	2011	2173	8105	419819540	84091296	4475353	-10867470	454270	440260410	21421866	408669567	5213844	73457	17252208	1302310	1041422
201102174	2011	2174	280	13964938	2874336	515219	171520	2520	14792881	868181	10214890	169106	3861	558174	32761	17006
201102175	2011	2175	920	43686354	8507794	2192649	844073	266926	46213313	2448213	29634090	594224	8740	1221917	96901	42934
201102176	2011	2176	25120	1049161738	185721446	22324080	-14968192	1868756	1100634248	51107968	923110041	14118816	252311	38221348	2864172	2748015
201102177	2011	2177	7590	294117195	48532486	4240994	-5595714	271828	308038746	13793699	266301566	3875058	72420	10818219	799858	817578
201102178	2011	2178	1695	82463378	16843904	3379836	401266	314087	86729242	4220103	57611882	1124350	28361	2357188	175799	131362
201102179	2011	2179	2215	97647406	18664347	5198000	-25571	495744	102169682	4910490	69290522	1307454	26500	3081784	257127	130648
201102190	2011	2190	10850	399805516	66878280	9054876	-3190084	739523	418976412	19794523	335630159	5032756	87896	14879662	1641836	1169461
201102191	2011	2191	2985	128198536	23487429	3505292	-1346813	264068	134112074	5877873	109022405	1697765	24523	4238931	368934	289448
201102192	2011	2192	6480	247995472	40099606	6074912	-870168	311718	258890085	11005107	214629236	3135246	59485	8505838	759582	636472
201102193	2011	2193	8050	392743661	78366621	10804383	-2052137	953182	410939221	17746077	336525386	5287290	119864	12160518	1333603	823175
201102194	2011	2194	11935	416499687	63110464	9955529	-3553112	871232	432344860	15945391	357762576	4945152	84748	12389688	893296	1073282
201102195	2011	2195	11890	385925388	54293858	5531555	-1110403	415139	402241035	16584582	342802487	4386843	78535	13694850	994800	944841
201102196	2011	2196	14740	555349394	94947151	12703950	-5369263	675636	579826721	25488239	466873006	7007647	277084	20388137	1858496	1332712
201102197	2011	2197	3975	159085064	28077309	3838386	-1105131	140089	166142663	7451813	137171828	2083596	36921	5565991	488795	334497
201102198	2011	2198	4685	202150769	37122145	5724050	-3326132	289720	211721305	9922671	173324133	2711050	45559	7147438	672867	412600
201102199	2011	2199	7745	298071849	50024190	6756675	-3264601	753654	311074031	13349356	259575945	3848097	58932	10358429	965430	846150
201102200	2011	2200	19330	720546831	118179420	16134175	-6069852	1391792	753949260	32877077	620119357	9141533	171228	25202331	2168412	2284842
201102203	2011	2203	8165	444809578	94017083	8625563	-2576743	500604	465180003	20209279	401534319	6167909	146748	14649745	1475170	1428978
201102204	2011	2204	14220	703514110	142078678	14407493	-2857685	1140380	734311682	30998688	620054030	9520952	303691	22242337	2335171	2405619
201102205	2011	2205	7625	339513282	64276840	7422486	-3079730	667534	354820089	15471957	303099449	4459238	107974	12377182	882098	919655
201102206	2011	2206	10475	530821152	110185300	19796416	481296	2392590	557576629	26488082	416415621	7268562	171628	17006994	1624604	1072813
201102207	2011	2207	15095	696980604	135143072	21542313	-1734324	1795991	729531641	32583787	585943497	9323846	166901	22366480	2396322	1694268
201102208	2011	2208	6830	309983979	59629058	12397254	96076	832718	324194529	14278966	250405994	4170650	79700	9301306	994019	621514
201102209	2011	2209	8665	371296916	68488933	13288489	-3613062	688019	387654925	16455582	316220187	4882003	78124	11371304	1413256	1068794
201102210	2011	2210	15665	735401586	147233641	23563473	-7291092	2808380	770012929	34011862	600574459	9915070	108963	22294406	2749115	1354807
201102211	2011	2211	9320	425605724	80929106	11096322	-4718055	885515	444747120	18850753	372755047	5771914	105893	13603968	1289112	954414
201102212	2011	2212	7850	352312847	65941379	7168449	-5090765	672151	366666656	14815105	315547602	4765836	89444	10994329	1235676	661717
201102213	2011	2213	11610	574138731	115154355	12995281	-7594105	1375818	599780504	26082262	501862306	7905477	115803	18044319	1763739	979570
201102214	2011	2214	2520	121151810	23537756	2443945	-1918883	207221	126694552	5524007	107972443	1676769	23576	4191339	340485	188583
201102216	2011	2216	16310	696919459	125937134	18430537	-4083501	2618431	728983943	33867785	613233532	8860927	204449	25096634	2755175	1405423
201102217	2011	2217	15295	721148319	141150800	23848760	-3769084	2021271	755451161	34240662	604401714	9450587	145864	24088894	2089986	1557516
201102218	2011	2218	9180	405138001	74839437	11360401	-3702107	983789	423499678	18581908	358056340	5377536	94680	13604911	1380995	1123406
201102219	2011	2219	7215	406021067	92152939	17076358	-3098329	1750364	428589406	22608070	305024704	5597755	79495	12881255	1317863	654192
201102220	2011	2220	17310	714832364	132964771	24478461	-8122628	2112853	745651030	31331620	590235857	9132915	139170	21183205	2198909	1742342
201102221	2011	2221	9915	595892666	144590284	26023758	-1746037	2388813	628524055	32906739	406947032	8252375	78262	16040808	2284045	901327
201102222	2011	2222	7325	345046239	67081593	10470865	-2727447	565136	359929831	14824745	299720664	4608716	75954	10292386	1179500	858577
201102223	2011	2223	12780	744210606	172347767	23806527	-4438223	3941424	777272889	33696847	587237955	10337571	129006	19416300	3008963	1283068
201102224	2011	2224	8465	501587768	121898978	23460456	-3147771	2779619	530706735	27937525	340070067	6924942	95933	14293952	1495746	613699
